order_id,customer_id,order_date,status,item_id,product_id,quantity,product_name,category,unit_price,customer_name,email,city,registration_date,revenue
84,39,2024-04-14,completed,204,4,1,Mechanical Keyboard,Electronics,89.0,Tamer Zu'bi,tamer.zubi@email.com,Amman,2023-12-10,89.0
84,39,2024-04-14,completed,205,27,2,Jordanian Olive Oil 1L,Food & Beverage,24.0,Tamer Zu'bi,tamer.zubi@email.com,Amman,2023-12-10,48.0
85,41,2024-04-15,processing,206,1,1,Wireless Bluetooth Earbuds,Electronics,45.0,Osama Louzi,osama.louzi@email.com,Zarqa,2024-01-05,45.0
85,41,2024-04-15,processing,207,13,1,Stainless Steel Water Bottle,Home & Garden,22.0,Osama Louzi,osama.louzi@email.com,Zarqa,2024-01-05,22.0
85,41,2024-04-15,processing,208,19,1,The Pragmatic Programmer,Books,48.0,Osama Louzi,osama.louzi@email.com,Zarqa,2024-01-05,48.0
86,43,2024-04-16,completed,209,5,2,Webcam HD 1080p,Electronics,55.0,Bilal Faouri,bilal.faouri@email.com,Unknown,2024-01-22,110.0
86,43,2024-04-16,completed,210,17,1,Python Data Science Handbook,Books,55.0,Bilal Faouri,bilal.faouri@email.com,Unknown,2024-01-22,55.0
87,45,2024-04-17,completed,211,8,1,Running Shoes,Clothing,78.0,Wael Bani-Hani,wael.banihani@email.com,Salt,2024-02-10,78.0
87,45,2024-04-17,completed,212,23,1,Jump Rope,Sports,12.0,Wael Bani-Hani,wael.banihani@email.com,Salt,2024-02-10,12.0
87,45,2024-04-17,completed,213,25,2,Sports Water Bottle,Sports,14.0,Wael Bani-Hani,wael.banihani@email.com,Salt,2024-02-10,28.0
88,47,2024-04-18,shipped,214,10,1,Leather Belt,Clothing,30.0,Adnan Rousan,adnan.rousan@email.com,Irbid,2024-03-01,30.0
88,47,2024-04-18,shipped,215,21,1,Yoga Mat,Sports,28.0,Adnan Rousan,adnan.rousan@email.com,Irbid,2024-03-01,28.0
89,50,2024-04-19,completed,216,3,1,Portable Power Bank 10000mAh,Electronics,32.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,32.0
89,50,2024-04-19,completed,217,16,2,Introduction to Algorithms,Books,85.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,170.0
89,50,2024-04-19,completed,218,28,1,Medjool Dates 1kg,Food & Beverage,32.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,32.0
90,51,2024-04-20,completed,219,14,1,Kitchen Knife Set,Home & Garden,65.0,Suhail Qtaishat,suhail.qtaishat@email.com,Zarqa,2024-04-02,65.0
90,51,2024-04-20,completed,220,26,1,Arabic Coffee Blend 500g,Food & Beverage,18.0,Suhail Qtaishat,suhail.qtaishat@email.com,Zarqa,2024-04-02,18.0
92,53,2024-04-22,completed,224,9,2,Wool Scarf,Clothing,25.0,Hazem Maayta,hazem.maayta@email.com,Irbid,2024-04-18,50.0
92,53,2024-04-22,completed,225,20,1,Clean Code,Books,42.0,Hazem Maayta,hazem.maayta@email.com,Irbid,2024-04-18,42.0
93,54,2024-04-23,completed,226,7,1,Denim Jeans,Clothing,52.0,Najwa Al-Bdour,najwa.bdour@email.com,Aqaba,2024-04-25,52.0
93,54,2024-04-23,completed,227,15,1,Cotton Bed Sheet Set,Home & Garden,48.0,Najwa Al-Bdour,najwa.bdour@email.com,Aqaba,2024-04-25,48.0
93,54,2024-04-23,completed,228,22,1,Resistance Band Set,Sports,19.0,Najwa Al-Bdour,najwa.bdour@email.com,Aqaba,2024-04-25,19.0
94,55,2024-04-24,processing,229,2,1,USB-C Charging Cable,Electronics,8.5,Amjad Halasa,amjad.halasa@email.com,Amman,2024-05-03,8.5
94,55,2024-04-24,processing,230,24,2,Dumbbell Pair 5kg,Sports,35.0,Amjad Halasa,amjad.halasa@email.com,Amman,2024-05-03,70.0
95,1,2024-05-01,completed,231,4,1,Mechanical Keyboard,Electronics,89.0,Ahmad Al-Masri,ahmad.masri@email.com,Amman,2023-01-15,89.0
95,1,2024-05-01,completed,232,11,1,Ceramic Plant Pot,Home & Garden,15.0,Ahmad Al-Masri,ahmad.masri@email.com,Amman,2023-01-15,15.0
95,1,2024-05-01,completed,233,27,3,Jordanian Olive Oil 1L,Food & Beverage,24.0,Ahmad Al-Masri,ahmad.masri@email.com,Amman,2023-01-15,72.0
96,3,2024-05-02,completed,234,1,2,Wireless Bluetooth Earbuds,Electronics,45.0,Omar Khalifeh,omar.khalifeh@email.com,Zarqa,2023-02-03,90.0
96,3,2024-05-02,completed,235,18,1,Designing Data-Intensive Apps,Books,62.0,Omar Khalifeh,omar.khalifeh@email.com,Zarqa,2023-02-03,62.0
97,5,2024-05-03,shipped,236,13,1,Stainless Steel Water Bottle,Home & Garden,22.0,Khaled Nasser,khaled.nasser@email.com,Unknown,2023-02-18,22.0
97,5,2024-05-03,shipped,237,30,1,Mansaf Spice Kit,Food & Beverage,15.0,Khaled Nasser,khaled.nasser@email.com,Unknown,2023-02-18,15.0
98,8,2024-05-04,completed,238,5,1,Webcam HD 1080p,Electronics,55.0,Noor Al-Jabari,noor.jabari@email.com,Madaba,2023-03-20,55.0
98,8,2024-05-04,completed,239,17,2,Python Data Science Handbook,Books,55.0,Noor Al-Jabari,noor.jabari@email.com,Madaba,2023-03-20,110.0
98,8,2024-05-04,completed,240,23,1,Jump Rope,Sports,12.0,Noor Al-Jabari,noor.jabari@email.com,Madaba,2023-03-20,12.0
99,10,2024-05-05,completed,241,8,1,Running Shoes,Clothing,78.0,Hana Suleiman,hana.suleiman@email.com,Irbid,2023-04-10,78.0
99,10,2024-05-05,completed,242,19,1,The Pragmatic Programmer,Books,48.0,Hana Suleiman,hana.suleiman@email.com,Irbid,2023-04-10,48.0
101,16,2024-05-07,completed,246,6,2,Cotton T-Shirt,Clothing,18.0,Mona Batayneh,mona.batayneh@email.com,Irbid,2023-06-01,36.0
101,16,2024-05-07,completed,247,21,1,Yoga Mat,Sports,28.0,Mona Batayneh,mona.batayneh@email.com,Irbid,2023-06-01,28.0
101,16,2024-05-07,completed,248,26,1,Arabic Coffee Blend 500g,Food & Beverage,18.0,Mona Batayneh,mona.batayneh@email.com,Irbid,2023-06-01,18.0
102,19,2024-05-08,processing,249,3,1,Portable Power Bank 10000mAh,Electronics,32.0,Ibrahim Jaradat,ibrahim.jaradat@email.com,Madaba,2023-06-25,32.0
102,19,2024-05-08,processing,250,12,1,LED Desk Lamp,Home & Garden,42.0,Ibrahim Jaradat,ibrahim.jaradat@email.com,Madaba,2023-06-25,42.0
103,22,2024-05-09,completed,251,9,1,Wool Scarf,Clothing,25.0,Yasmin Al-Sharif,yasmin.sharif@email.com,Amman,2023-07-20,25.0
103,22,2024-05-09,completed,252,16,2,Introduction to Algorithms,Books,85.0,Yasmin Al-Sharif,yasmin.sharif@email.com,Amman,2023-07-20,170.0
103,22,2024-05-09,completed,253,28,1,Medjool Dates 1kg,Food & Beverage,32.0,Yasmin Al-Sharif,yasmin.sharif@email.com,Amman,2023-07-20,32.0
104,24,2024-05-10,completed,254,1,1,Wireless Bluetooth Earbuds,Electronics,45.0,Reem Gharaibeh,reem.gharaibeh@email.com,Unknown,2023-08-05,45.0
104,24,2024-05-10,completed,255,22,1,Resistance Band Set,Sports,19.0,Reem Gharaibeh,reem.gharaibeh@email.com,Unknown,2023-08-05,19.0
105,27,2024-05-11,shipped,256,7,1,Denim Jeans,Clothing,52.0,Zaid Al-Momani,zaid.momani@email.com,Salt,2023-09-01,52.0
105,27,2024-05-11,shipped,257,15,1,Cotton Bed Sheet Set,Home & Garden,48.0,Zaid Al-Momani,zaid.momani@email.com,Salt,2023-09-01,48.0
105,27,2024-05-11,shipped,258,30,2,Mansaf Spice Kit,Food & Beverage,15.0,Zaid Al-Momani,zaid.momani@email.com,Salt,2023-09-01,30.0
106,30,2024-05-12,completed,259,4,1,Mechanical Keyboard,Electronics,89.0,Nisreen Bakri,nisreen.bakri@email.com,Zarqa,2023-09-25,89.0
106,30,2024-05-12,completed,260,18,1,Designing Data-Intensive Apps,Books,62.0,Nisreen Bakri,nisreen.bakri@email.com,Zarqa,2023-09-25,62.0
107,33,2024-05-13,completed,261,2,2,USB-C Charging Cable,Electronics,8.5,Mahmoud Al-Azza,mahmoud.azza@email.com,Amman,2023-10-20,17.0
107,33,2024-05-13,completed,262,11,1,Ceramic Plant Pot,Home & Garden,15.0,Mahmoud Al-Azza,mahmoud.azza@email.com,Amman,2023-10-20,15.0
107,33,2024-05-13,completed,263,24,1,Dumbbell Pair 5kg,Sports,35.0,Mahmoud Al-Azza,mahmoud.azza@email.com,Amman,2023-10-20,35.0
109,38,2024-05-15,completed,266,14,1,Kitchen Knife Set,Home & Garden,65.0,Sawsan Majali,sawsan.majali@email.com,Madaba,2023-12-01,65.0
109,38,2024-05-15,completed,267,27,3,Jordanian Olive Oil 1L,Food & Beverage,24.0,Sawsan Majali,sawsan.majali@email.com,Madaba,2023-12-01,72.0
109,38,2024-05-15,completed,268,29,1,Za'atar Spice Mix 250g,Food & Beverage,9.5,Sawsan Majali,sawsan.majali@email.com,Madaba,2023-12-01,9.5
110,40,2024-05-16,completed,269,8,1,Running Shoes,Clothing,78.0,Huda Al-Karaki,huda.karaki@email.com,Irbid,2023-12-18,78.0
110,40,2024-05-16,completed,270,13,1,Stainless Steel Water Bottle,Home & Garden,22.0,Huda Al-Karaki,huda.karaki@email.com,Irbid,2023-12-18,22.0
111,42,2024-05-17,processing,271,10,2,Leather Belt,Clothing,30.0,Rula Shobaki,rula.shobaki@email.com,Amman,2024-01-14,60.0
111,42,2024-05-17,processing,272,17,1,Python Data Science Handbook,Books,55.0,Rula Shobaki,rula.shobaki@email.com,Amman,2024-01-14,55.0
111,42,2024-05-17,processing,273,23,1,Jump Rope,Sports,12.0,Rula Shobaki,rula.shobaki@email.com,Amman,2024-01-14,12.0
112,44,2024-05-18,completed,274,6,1,Cotton T-Shirt,Clothing,18.0,Maysoon Al-Qadi,maysoon.qadi@email.com,Aqaba,2024-02-01,18.0
112,44,2024-05-18,completed,275,25,1,Sports Water Bottle,Sports,14.0,Maysoon Al-Qadi,maysoon.qadi@email.com,Aqaba,2024-02-01,14.0
113,46,2024-05-19,shipped,276,3,1,Portable Power Bank 10000mAh,Electronics,32.0,Shireen Khasawneh,shireen.khasawneh@email.com,Amman,2024-02-18,32.0
113,46,2024-05-19,shipped,277,19,2,The Pragmatic Programmer,Books,48.0,Shireen Khasawneh,shireen.khasawneh@email.com,Amman,2024-02-18,96.0
113,46,2024-05-19,shipped,278,30,1,Mansaf Spice Kit,Food & Beverage,15.0,Shireen Khasawneh,shireen.khasawneh@email.com,Amman,2024-02-18,15.0
114,48,2024-05-20,completed,279,1,1,Wireless Bluetooth Earbuds,Electronics,45.0,Lubna Al-Hawari,lubna.hawari@email.com,Madaba,2024-03-10,45.0
114,48,2024-05-20,completed,280,9,1,Wool Scarf,Clothing,25.0,Lubna Al-Hawari,lubna.hawari@email.com,Madaba,2024-03-10,25.0
115,50,2024-05-21,completed,281,12,1,LED Desk Lamp,Home & Garden,42.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,42.0
115,50,2024-05-21,completed,282,16,1,Introduction to Algorithms,Books,85.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,85.0
115,50,2024-05-21,completed,283,26,2,Arabic Coffee Blend 500g,Food & Beverage,18.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,36.0
117,55,2024-05-23,completed,286,4,1,Mechanical Keyboard,Electronics,89.0,Amjad Halasa,amjad.halasa@email.com,Amman,2024-05-03,89.0
117,55,2024-05-23,completed,287,28,1,Medjool Dates 1kg,Food & Beverage,32.0,Amjad Halasa,amjad.halasa@email.com,Amman,2024-05-03,32.0
118,56,2024-05-24,completed,289,15,1,Cotton Bed Sheet Set,Home & Garden,48.0,Siham Majdalawi,siham.majdalawi@email.com,Unknown,2024-05-12,48.0
119,57,2024-05-25,processing,290,5,1,Webcam HD 1080p,Electronics,55.0,Rafiq Ghawanmeh,rafiq.ghawanmeh@email.com,Salt,2024-05-20,55.0
119,57,2024-05-25,processing,291,22,2,Resistance Band Set,Sports,19.0,Rafiq Ghawanmeh,rafiq.ghawanmeh@email.com,Salt,2024-05-20,38.0
119,57,2024-05-25,processing,292,29,1,Za'atar Spice Mix 250g,Food & Beverage,9.5,Rafiq Ghawanmeh,rafiq.ghawanmeh@email.com,Salt,2024-05-20,9.5
120,58,2024-05-26,completed,293,8,1,Running Shoes,Clothing,78.0,Iman Al-Masalmeh,iman.masalmeh@email.com,Madaba,2024-05-28,78.0
120,58,2024-05-26,completed,294,11,1,Ceramic Plant Pot,Home & Garden,15.0,Iman Al-Masalmeh,iman.masalmeh@email.com,Madaba,2024-05-28,15.0
121,2,2024-06-01,completed,295,14,1,Kitchen Knife Set,Home & Garden,65.0,Fatima Al-Husseini,fatima.husseini@email.com,Irbid,2023-01-22,65.0
121,2,2024-06-01,completed,296,20,1,Clean Code,Books,42.0,Fatima Al-Husseini,fatima.husseini@email.com,Irbid,2023-01-22,42.0
121,2,2024-06-01,completed,297,24,2,Dumbbell Pair 5kg,Sports,35.0,Fatima Al-Husseini,fatima.husseini@email.com,Irbid,2023-01-22,70.0
122,5,2024-06-02,shipped,298,10,1,Leather Belt,Clothing,30.0,Khaled Nasser,khaled.nasser@email.com,Unknown,2023-02-18,30.0
122,5,2024-06-02,shipped,299,27,1,Jordanian Olive Oil 1L,Food & Beverage,24.0,Khaled Nasser,khaled.nasser@email.com,Unknown,2023-02-18,24.0
123,9,2024-06-03,completed,300,6,2,Cotton T-Shirt,Clothing,18.0,Tariq Obeidat,tariq.obeidat@email.com,Amman,2023-04-02,36.0
123,9,2024-06-03,completed,301,13,1,Stainless Steel Water Bottle,Home & Garden,22.0,Tariq Obeidat,tariq.obeidat@email.com,Amman,2023-04-02,22.0
123,9,2024-06-03,completed,302,18,1,Designing Data-Intensive Apps,Books,62.0,Tariq Obeidat,tariq.obeidat@email.com,Amman,2023-04-02,62.0
124,12,2024-06-04,completed,303,3,1,Portable Power Bank 10000mAh,Electronics,32.0,Dina Qasem,dina.qasem@email.com,Unknown,2023-04-25,32.0
124,12,2024-06-04,completed,304,23,1,Jump Rope,Sports,12.0,Dina Qasem,dina.qasem@email.com,Unknown,2023-04-25,12.0
126,17,2024-06-06,completed,308,9,1,Wool Scarf,Clothing,25.0,Waleed Shraideh,waleed.shraideh@email.com,Salt,2023-06-10,25.0
126,17,2024-06-06,completed,309,30,1,Mansaf Spice Kit,Food & Beverage,15.0,Waleed Shraideh,waleed.shraideh@email.com,Salt,2023-06-10,15.0
127,20,2024-06-07,processing,310,7,1,Denim Jeans,Clothing,52.0,Samar Ababneh,samar.ababneh@email.com,Amman,2023-07-03,52.0
127,20,2024-06-07,processing,311,12,1,LED Desk Lamp,Home & Garden,42.0,Samar Ababneh,samar.ababneh@email.com,Amman,2023-07-03,42.0
127,20,2024-06-07,processing,312,26,3,Arabic Coffee Blend 500g,Food & Beverage,18.0,Samar Ababneh,samar.ababneh@email.com,Amman,2023-07-03,54.0
128,23,2024-06-08,completed,313,4,2,Mechanical Keyboard,Electronics,89.0,Basil Malkawi,basil.malkawi@email.com,Irbid,2023-07-28,178.0
128,23,2024-06-08,completed,314,19,1,The Pragmatic Programmer,Books,48.0,Basil Malkawi,basil.malkawi@email.com,Irbid,2023-07-28,48.0
129,25,2024-06-09,completed,315,2,1,USB-C Charging Cable,Electronics,8.5,Nidal Fraihat,nidal.fraihat@email.com,Aqaba,2023-08-14,8.5
129,25,2024-06-09,completed,316,17,1,Python Data Science Handbook,Books,55.0,Nidal Fraihat,nidal.fraihat@email.com,Aqaba,2023-08-14,55.0
129,25,2024-06-09,completed,317,28,1,Medjool Dates 1kg,Food & Beverage,32.0,Nidal Fraihat,nidal.fraihat@email.com,Aqaba,2023-08-14,32.0
130,28,2024-06-10,shipped,318,5,1,Webcam HD 1080p,Electronics,55.0,Jumana Tarawneh,jumana.tarawneh@email.com,Madaba,2023-09-10,55.0
130,28,2024-06-10,shipped,319,21,2,Yoga Mat,Sports,28.0,Jumana Tarawneh,jumana.tarawneh@email.com,Madaba,2023-09-10,56.0
131,31,2024-06-11,completed,320,8,1,Running Shoes,Clothing,78.0,Ayman Daradkeh,ayman.daradkeh@email.com,Unknown,2023-10-03,78.0
131,31,2024-06-11,completed,321,14,1,Kitchen Knife Set,Home & Garden,65.0,Ayman Daradkeh,ayman.daradkeh@email.com,Unknown,2023-10-03,65.0
131,31,2024-06-11,completed,322,22,1,Resistance Band Set,Sports,19.0,Ayman Daradkeh,ayman.daradkeh@email.com,Unknown,2023-10-03,19.0
132,34,2024-06-12,completed,323,10,1,Leather Belt,Clothing,30.0,Suha Masarweh,suha.masarweh@email.com,Aqaba,2023-10-28,30.0
132,34,2024-06-12,completed,324,29,1,Za'atar Spice Mix 250g,Food & Beverage,9.5,Suha Masarweh,suha.masarweh@email.com,Aqaba,2023-10-28,9.5
134,39,2024-06-14,completed,328,3,1,Portable Power Bank 10000mAh,Electronics,32.0,Tamer Zu'bi,tamer.zubi@email.com,Amman,2023-12-10,32.0
134,39,2024-06-14,completed,329,20,1,Clean Code,Books,42.0,Tamer Zu'bi,tamer.zubi@email.com,Amman,2023-12-10,42.0
135,41,2024-06-15,completed,330,1,1,Wireless Bluetooth Earbuds,Electronics,45.0,Osama Louzi,osama.louzi@email.com,Zarqa,2024-01-05,45.0
135,41,2024-06-15,completed,331,11,3,Ceramic Plant Pot,Home & Garden,15.0,Osama Louzi,osama.louzi@email.com,Zarqa,2024-01-05,45.0
135,41,2024-06-15,completed,332,27,1,Jordanian Olive Oil 1L,Food & Beverage,24.0,Osama Louzi,osama.louzi@email.com,Zarqa,2024-01-05,24.0
136,43,2024-06-16,processing,333,9,1,Wool Scarf,Clothing,25.0,Bilal Faouri,bilal.faouri@email.com,Unknown,2024-01-22,25.0
136,43,2024-06-16,processing,334,18,1,Designing Data-Intensive Apps,Books,62.0,Bilal Faouri,bilal.faouri@email.com,Unknown,2024-01-22,62.0
137,46,2024-06-17,completed,335,7,2,Denim Jeans,Clothing,52.0,Shireen Khasawneh,shireen.khasawneh@email.com,Amman,2024-02-18,104.0
137,46,2024-06-17,completed,336,13,1,Stainless Steel Water Bottle,Home & Garden,22.0,Shireen Khasawneh,shireen.khasawneh@email.com,Amman,2024-02-18,22.0
137,46,2024-06-17,completed,337,25,1,Sports Water Bottle,Sports,14.0,Shireen Khasawneh,shireen.khasawneh@email.com,Amman,2024-02-18,14.0
138,49,2024-06-18,shipped,338,4,1,Mechanical Keyboard,Electronics,89.0,Firas Dmour,firas.dmour@email.com,Unknown,2024-03-18,89.0
138,49,2024-06-18,shipped,339,23,1,Jump Rope,Sports,12.0,Firas Dmour,firas.dmour@email.com,Unknown,2024-03-18,12.0
139,51,2024-06-19,completed,340,2,1,USB-C Charging Cable,Electronics,8.5,Suhail Qtaishat,suhail.qtaishat@email.com,Zarqa,2024-04-02,8.5
139,51,2024-06-19,completed,341,16,1,Introduction to Algorithms,Books,85.0,Suhail Qtaishat,suhail.qtaishat@email.com,Zarqa,2024-04-02,85.0
139,51,2024-06-19,completed,342,30,2,Mansaf Spice Kit,Food & Beverage,15.0,Suhail Qtaishat,suhail.qtaishat@email.com,Zarqa,2024-04-02,30.0
140,53,2024-06-20,completed,343,5,1,Webcam HD 1080p,Electronics,55.0,Hazem Maayta,hazem.maayta@email.com,Irbid,2024-04-18,55.0
140,53,2024-06-20,completed,344,26,1,Arabic Coffee Blend 500g,Food & Beverage,18.0,Hazem Maayta,hazem.maayta@email.com,Irbid,2024-04-18,18.0
142,57,2024-06-22,completed,348,10,1,Leather Belt,Clothing,30.0,Rafiq Ghawanmeh,rafiq.ghawanmeh@email.com,Salt,2024-05-20,30.0
142,57,2024-06-22,completed,349,28,1,Medjool Dates 1kg,Food & Beverage,32.0,Rafiq Ghawanmeh,rafiq.ghawanmeh@email.com,Salt,2024-05-20,32.0
143,59,2024-06-23,completed,350,6,1,Cotton T-Shirt,Clothing,18.0,Kamal Sarhan,kamal.sarhan@email.com,Amman,2024-06-05,18.0
143,59,2024-06-23,completed,351,14,1,Kitchen Knife Set,Home & Garden,65.0,Kamal Sarhan,kamal.sarhan@email.com,Amman,2024-06-05,65.0
143,59,2024-06-23,completed,352,21,2,Yoga Mat,Sports,28.0,Kamal Sarhan,kamal.sarhan@email.com,Amman,2024-06-05,56.0
144,60,2024-06-24,processing,353,3,1,Portable Power Bank 10000mAh,Electronics,32.0,Tahani Toubasi,tahani.toubasi@email.com,Zarqa,2024-06-14,32.0
144,60,2024-06-24,processing,354,17,1,Python Data Science Handbook,Books,55.0,Tahani Toubasi,tahani.toubasi@email.com,Zarqa,2024-06-14,55.0
145,1,2024-07-01,completed,355,1,2,Wireless Bluetooth Earbuds,Electronics,45.0,Ahmad Al-Masri,ahmad.masri@email.com,Amman,2023-01-15,90.0
145,1,2024-07-01,completed,356,9,1,Wool Scarf,Clothing,25.0,Ahmad Al-Masri,ahmad.masri@email.com,Amman,2023-01-15,25.0
145,1,2024-07-01,completed,357,22,1,Resistance Band Set,Sports,19.0,Ahmad Al-Masri,ahmad.masri@email.com,Amman,2023-01-15,19.0
146,4,2024-07-02,completed,358,7,1,Denim Jeans,Clothing,52.0,Layla Abdallah,layla.abdallah@email.com,Amman,2023-02-10,52.0
146,4,2024-07-02,completed,359,24,1,Dumbbell Pair 5kg,Sports,35.0,Layla Abdallah,layla.abdallah@email.com,Amman,2023-02-10,35.0
147,7,2024-07-03,shipped,360,4,1,Mechanical Keyboard,Electronics,89.0,Yousef Haddad,yousef.haddad@email.com,Salt,2023-03-12,89.0
147,7,2024-07-03,shipped,361,15,1,Cotton Bed Sheet Set,Home & Garden,48.0,Yousef Haddad,yousef.haddad@email.com,Salt,2023-03-12,48.0
147,7,2024-07-03,shipped,362,29,2,Za'atar Spice Mix 250g,Food & Beverage,9.5,Yousef Haddad,yousef.haddad@email.com,Salt,2023-03-12,19.0
148,10,2024-07-04,completed,363,2,1,USB-C Charging Cable,Electronics,8.5,Hana Suleiman,hana.suleiman@email.com,Irbid,2023-04-10,8.5
148,10,2024-07-04,completed,364,20,1,Clean Code,Books,42.0,Hana Suleiman,hana.suleiman@email.com,Irbid,2023-04-10,42.0
149,13,2024-07-05,completed,365,5,1,Webcam HD 1080p,Electronics,55.0,Mazen Tawalbeh,mazen.tawalbeh@email.com,Amman,2023-05-05,55.0
149,13,2024-07-05,completed,366,11,2,Ceramic Plant Pot,Home & Garden,15.0,Mazen Tawalbeh,mazen.tawalbeh@email.com,Amman,2023-05-05,30.0
149,13,2024-07-05,completed,367,25,1,Sports Water Bottle,Sports,14.0,Mazen Tawalbeh,mazen.tawalbeh@email.com,Amman,2023-05-05,14.0
151,19,2024-07-07,completed,370,13,1,Stainless Steel Water Bottle,Home & Garden,22.0,Ibrahim Jaradat,ibrahim.jaradat@email.com,Madaba,2023-06-25,22.0
151,19,2024-07-07,completed,371,18,2,Designing Data-Intensive Apps,Books,62.0,Ibrahim Jaradat,ibrahim.jaradat@email.com,Madaba,2023-06-25,124.0
151,19,2024-07-07,completed,372,30,1,Mansaf Spice Kit,Food & Beverage,15.0,Ibrahim Jaradat,ibrahim.jaradat@email.com,Madaba,2023-06-25,15.0
152,22,2024-07-08,processing,373,6,1,Cotton T-Shirt,Clothing,18.0,Yasmin Al-Sharif,yasmin.sharif@email.com,Amman,2023-07-20,18.0
152,22,2024-07-08,processing,374,10,1,Leather Belt,Clothing,30.0,Yasmin Al-Sharif,yasmin.sharif@email.com,Amman,2023-07-20,30.0
153,24,2024-07-09,completed,375,1,1,Wireless Bluetooth Earbuds,Electronics,45.0,Reem Gharaibeh,reem.gharaibeh@email.com,Unknown,2023-08-05,45.0
153,24,2024-07-09,completed,376,23,1,Jump Rope,Sports,12.0,Reem Gharaibeh,reem.gharaibeh@email.com,Unknown,2023-08-05,12.0
153,24,2024-07-09,completed,377,26,2,Arabic Coffee Blend 500g,Food & Beverage,18.0,Reem Gharaibeh,reem.gharaibeh@email.com,Unknown,2023-08-05,36.0
154,27,2024-07-10,completed,378,3,2,Portable Power Bank 10000mAh,Electronics,32.0,Zaid Al-Momani,zaid.momani@email.com,Salt,2023-09-01,64.0
154,27,2024-07-10,completed,379,16,1,Introduction to Algorithms,Books,85.0,Zaid Al-Momani,zaid.momani@email.com,Salt,2023-09-01,85.0
155,30,2024-07-11,shipped,380,9,1,Wool Scarf,Clothing,25.0,Nisreen Bakri,nisreen.bakri@email.com,Zarqa,2023-09-25,25.0
155,30,2024-07-11,shipped,381,21,1,Yoga Mat,Sports,28.0,Nisreen Bakri,nisreen.bakri@email.com,Zarqa,2023-09-25,28.0
155,30,2024-07-11,shipped,382,28,1,Medjool Dates 1kg,Food & Beverage,32.0,Nisreen Bakri,nisreen.bakri@email.com,Zarqa,2023-09-25,32.0
156,33,2024-07-12,completed,383,7,1,Denim Jeans,Clothing,52.0,Mahmoud Al-Azza,mahmoud.azza@email.com,Amman,2023-10-20,52.0
156,33,2024-07-12,completed,384,14,1,Kitchen Knife Set,Home & Garden,65.0,Mahmoud Al-Azza,mahmoud.azza@email.com,Amman,2023-10-20,65.0
157,35,2024-07-13,completed,385,4,1,Mechanical Keyboard,Electronics,89.0,Raed Habashneh,raed.habashneh@email.com,Salt,2023-11-05,89.0
157,35,2024-07-13,completed,386,19,2,The Pragmatic Programmer,Books,48.0,Raed Habashneh,raed.habashneh@email.com,Salt,2023-11-05,96.0
157,35,2024-07-13,completed,387,25,1,Sports Water Bottle,Sports,14.0,Raed Habashneh,raed.habashneh@email.com,Salt,2023-11-05,14.0
159,40,2024-07-15,completed,390,5,1,Webcam HD 1080p,Electronics,55.0,Huda Al-Karaki,huda.karaki@email.com,Irbid,2023-12-18,55.0
159,40,2024-07-15,completed,391,17,1,Python Data Science Handbook,Books,55.0,Huda Al-Karaki,huda.karaki@email.com,Irbid,2023-12-18,55.0
159,40,2024-07-15,completed,392,22,2,Resistance Band Set,Sports,19.0,Huda Al-Karaki,huda.karaki@email.com,Irbid,2023-12-18,38.0
160,42,2024-07-16,completed,393,8,1,Running Shoes,Clothing,78.0,Rula Shobaki,rula.shobaki@email.com,Amman,2024-01-14,78.0
160,42,2024-07-16,completed,394,29,1,Za'atar Spice Mix 250g,Food & Beverage,9.5,Rula Shobaki,rula.shobaki@email.com,Amman,2024-01-14,9.5
161,44,2024-07-17,processing,395,10,2,Leather Belt,Clothing,30.0,Maysoon Al-Qadi,maysoon.qadi@email.com,Aqaba,2024-02-01,60.0
161,44,2024-07-17,processing,396,15,1,Cotton Bed Sheet Set,Home & Garden,48.0,Maysoon Al-Qadi,maysoon.qadi@email.com,Aqaba,2024-02-01,48.0
161,44,2024-07-17,processing,397,24,1,Dumbbell Pair 5kg,Sports,35.0,Maysoon Al-Qadi,maysoon.qadi@email.com,Aqaba,2024-02-01,35.0
162,47,2024-07-18,completed,398,6,1,Cotton T-Shirt,Clothing,18.0,Adnan Rousan,adnan.rousan@email.com,Irbid,2024-03-01,18.0
162,47,2024-07-18,completed,399,20,1,Clean Code,Books,42.0,Adnan Rousan,adnan.rousan@email.com,Irbid,2024-03-01,42.0
163,50,2024-07-19,shipped,400,1,1,Wireless Bluetooth Earbuds,Electronics,45.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,45.0
163,50,2024-07-19,shipped,401,11,1,Ceramic Plant Pot,Home & Garden,15.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,15.0
163,50,2024-07-19,shipped,402,27,3,Jordanian Olive Oil 1L,Food & Beverage,24.0,Eman Shdeifat,eman.shdeifat@email.com,Amman,2024-03-25,72.0
